threshold	specificity	sensitivity	CtrlPCentile	CasePCentile	LRplus	LRminus	PPV
4.18082	0.234302028726706	0.914728682170543	23.4302028726706	8.52713178294574	1.19463380665541	0.36393759922975	0.00358180999602351
4.1809922438	0.234534601165001	0.914728682170543	23.4534601165001	8.52713178294574	1.19499677394003	0.363576706404472	0.00358289436329346
4.1811367799	0.23454529415067	0.914728682170543	23.454529415067	8.52713178294574	1.19501346739463	0.36356013084057	0.00358294423504761
4.18122	0.234547967397087	0.914728682170543	23.4547967397087	8.52713178294574	1.19501764083115	0.363555987185743	0.00358295670320308
4.1813	0.234561333629173	0.914728682170543	23.4561333629173	8.52713178294574	1.19503850845103	0.363535270328341	0.00358301904528207
4.18162	0.234580046354093	0.914728682170543	23.4580046354093	8.52713178294574	1.19506772434327	0.363506270694236	0.00358310632783745
4.18306	0.234593412586179	0.914728682170543	23.4593412586179	8.52713178294574	1.19508859371234	0.363485559502369	0.00358316867512342
4.1831525175	0.23460143232543	0.912144702842377	23.460143232543	8.78552971576227	1.19172512383143	0.37448747131157	0.00357312020075543
4.183219498	0.234612125311099	0.912144702842377	23.4612125311099	8.78552971576227	1.19174177303648	0.374470403186218	0.00357316994128974
4.18436	0.234620145050351	0.912144702842377	23.4620145050351	8.78552971576227	1.19175426024556	0.374457603113188	0.00357320724759929
4.18498	0.234628164789602	0.912144702842377	23.4628164789602	8.78552971576227	1.19176674771633	0.374444803915187	0.00357324455468786
4.1850617245	0.234801925806719	0.912144702842377	23.4801925806719	8.78552971576227	1.19203737385776	0.374167702653096	0.00357405306627866
4.18541	0.234804599053136	0.912144702842377	23.4804599053136	8.78552971576227	1.19204153829685	0.374163442760085	0.0035740655077763
4.18567	0.235069250448437	0.912144702842377	23.5069250448437	8.78552971576227	1.19245396184833	0.373742192949622	0.00357529764495533
4.18581	0.235077270187689	0.912144702842377	23.5077270187689	8.78552971576227	1.19246646398675	0.373729442610415	0.00357533499570767
4.18589	0.235095982912609	0.912144702842377	23.5095982912609	8.78552971576227	1.19249563666256	0.373699695201856	0.00357542215049808
4.18617926800001	0.235112022391112	0.912144702842377	23.5112022391112	8.78552971576227	1.19252064294935	0.37367420119195	0.00357549685798615
4.18624	0.235112022391112	0.912144702842377	23.5112022391112	8.78552971576227	1.19252064294935	0.37367420119195	0.00357549685798615
4.1866	0.235160140826621	0.912144702842377	23.5160140826621	8.78552971576227	1.1925956681026	0.373597740028556	0.00357572099918345
4.1876329426	0.235173507058707	0.912144702842377	23.5173507058707	8.78552971576227	1.19261651009831	0.373576506369364	0.00357578326561447
4.18764	0.235173507058707	0.912144702842377	23.5173507058707	8.78552971576227	1.19261651009831	0.373576506369364	0.00357578326561447
4.1877	0.23518954653721	0.912144702842377	23.518954653721	8.78552971576227	1.19264152145477	0.373551029164142	0.00357585798819427
4.18812	0.235197566276462	0.912144702842377	23.5197566276462	8.78552971576227	1.19265402752641	0.373538291864609	0.00357589535065528
4.1885227278	0.235213605754965	0.912144702842377	23.5213605754965	8.78552971576227	1.19267904045653	0.373512819871256	0.00357597007791964
4.1896713928	0.235224298740634	0.912144702842377	23.5224298740634	8.78552971576227	1.19269571632615	0.373495840472225	0.00357601989783104
4.1899619264	0.235232318479885	0.912144702842377	23.5232318479885	8.78552971576227	1.1927082235344	0.373483106935986	0.00357605726367558
4.19	0.235232318479885	0.912144702842377	23.5232318479885	8.78552971576227	1.1927082235344	0.373483106935986	0.00357605726367558
4.1904	0.237453786252563	0.912144702842377	23.7453786252563	8.78552971576227	1.19618284950857	0.369989034683899	0.00358643775579015
4.19048	0.237469825731066	0.912144702842377	23.7469825731066	8.78552971576227	1.19620801067562	0.369964044430296	0.00358651292432843
4.19082	0.237550023123582	0.912144702842377	23.7550023123582	8.78552971576227	1.19633383239019	0.369839143782855	0.00358688881428877
4.19119044	0.237755863097704	0.912144702842377	23.7755863097704	8.78552971576227	1.19665689597727	0.369518951133159	0.00358785395926328
4.1913490976	0.237766556083373	0.912144702842377	23.7766556083373	8.78552971576227	1.19667368326881	0.36950233289671	0.00358790411085633
4.1918987866	0.237774575822625	0.912144702842377	23.7774575822625	8.78552971576227	1.19668627404655	0.369489870200257	0.00358794172547122
